,full_text,favorite_count,retweet_count,created_at,user.followers_count,engagement,performance
135,"¡Arranca el segundo tiempo en Ceiba!

#SomosOlimpia
#LigaSalvaVida",40,1,2019,196452,41,0.02
136,"🕛¡Final del primer tiempo en el Ceibeño!

Vida 0 - Olimpia 2

Jonathan Ferrari (16)
Bryan Beckeles (20)

#SomosOlimpia 🔴⚪🔵
#LigaSalvaVida https://t.co/Hk4I3h2dyS",69,8,2019,196452,77,0.04
137,"Goooooooooooooooooool
Goooooooooooooooooool

Bryan Beckeles a los 20' minutos

Vida 0 - Olimpia 2

#SomosOlimpia 🔴⚪🔵
#LigaSalvaVida https://t.co/57Sg4gV9q2",284,34,2019,196452,318,0.16
138,"Gooooooooooooooool
Gooooooooooooooool

Jonathan Ferrari a los 16' minutos!

Vida 0 - Olimpia 1 

#SomosOlimpia 🔴⚪🔵
#LigaSalvaVida https://t.co/AZpFbs82BX",142,17,2019,196452,159,0.08
139,"🕛 15 minutos del primer tiempo 

Vida 0 - Olimpia 0

#SomosOlimpia 🔴⚪🔵
#LigaSalvaVida",20,1,2019,196452,21,0.01
140,"🕛¡Arranca el partido en el Ceibeño!

Vida 0 - Olimpia 0

#SomosOlimpia 🔴⚪🔵
#LigaSalvaVida https://t.co/l7xU0X9IrK",52,6,2019,196452,58,0.03
141,"Así sale el Superlider esta noche en el Municipal Ceibeño🏟️:

#SomosOlimpia
#LigaSalvaVida https://t.co/glchjxXSZ8",232,34,2019,196452,266,0.14
142,¡Hoy juega Olimpia! 🇱🇺 https://t.co/ibCsg8OelV,391,58,2019,196452,449,0.23
143,"Declaraciones Prof. Pedro Troglio previo al juego Vrs @cdsvida 🎥🎙️

#LigaSalvaVida https://t.co/iVewIQfBAD",228,31,2019,196452,259,0.13
144,"¡Tan felices como el Profe @pjmsports!

#SomosOlimpia
#SomosAlegria https://t.co/7EUYIurs5d",251,18,2019,196452,269,0.14
145,"¡El Superlíder motivado! 🕺🕺

El León ya va en camino hacia La Ceiba. ⛱️🌞

#SomosOlimpia 🔴⚪🔵 https://t.co/jRgdi1TD2n",398,39,2019,196452,437,0.22
146,"¿Cruzas los dedos 🤞 para que tu crush comente tus fotos así como @carlocostly31 los cruza para que no anote el superlider?  😍🤳🏼

🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/yt4Ei3cQXY",617,103,2019,196452,720,0.37
147,"¡ Gritalo siempre como Jerry Ricardo! 🥒🥒🥒🥒🥒🥒

¡ Juntos,siempre juntos! 🇱🇺🇱🇺🇱🇺🇱🇺

#SomosOlimpia https://t.co/SH4IBhUzMd",199,15,2019,196452,214,0.11
148,"¿Cuál celebración 🎉 de Bengu te gusta más? ⚽

🐂😁🤪🕺🙏 https://t.co/8c9cHhUwkU",230,9,2019,196452,239,0.12
149,"¡El Superlíder llega a la Novia de Honduras!

🏟 Estadio Ceibeño
🗓️ 20/11/19
⏲ 7:00 pm
📺 Canal 11
🏆Liga SalvaVida

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/7HF38mujXG",342,56,2019,196452,398,0.2
150,"Cuando te das cuenta que Olimpia no juega este fin de semana. 😢🌧️☔

#SomosOlimpia
🔴⚪🔵 https://t.co/iXXl4PYGRr",414,50,2019,196452,464,0.24
151,"¡Olimpista! Ya podes encontrar los Stories Stickes del León 🦁 en Instagram. 🤳☝️

Buscalas como ""Olimpia Honduras"" y disfruta de las herramientas que el Social Media del Club Olimpia te ofrece.

#SomosOlimpia 🔴⚪🔵 https://t.co/1O1m9DYdoJ",277,44,2019,196452,321,0.16
152,"👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿
👉🏿👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👈🏿👈🏿
👉🏿👉🏾👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👈🏾👈🏿👈🏿
👉🏿👉🏾👉🏽👇🏼👇🏼👇🏼👇🏼👇🏼👈🏽👈🏾👈🏿👈🏿
👉🏿👉🏾👉🏽👉🏼👇🏻👇🏻👇🏻👈🏼👈🏽👈🏾👈🏿👈🏿
👉🏿👉🏾👉🏽👉🏼🏆🏆🏆🏆👈🏼👈🏽👈🏾👈🏿
👉🏿👉🏾👉🏽👉🏼👆🏻👆🏻👆🏻👈🏼👈🏽👈🏾👈🏿👈🏿
👉🏿👉🏾👉🏽👆🏼👆🏼👆🏼👆🏼👆🏼👈🏽👈🏾👈🏿👈🏿
👉🏿👉🏾👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👈🏾👈🏿👈🏿
👉🏿👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👆🏾👈🏿👈🏿
👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿👆🏿",1052,193,2019,196452,1245,0.63
153,El capitán del barco 🔴⚪🔵 https://t.co/mVsxqxcPPL,743,61,2019,196452,804,0.41
154,"¡Juntos, siempre juntos!

🔴⚪🔵🔴⚪🔵🔴⚪🔵

#SomosOlimpia
#SomosFamilia
#CopaPremierCA https://t.co/uxW1risJLQ",250,21,2019,196452,271,0.14
155,"¡Termina el partido en el Nacional de Tegucigalpa y nos vamos con el gane!

#SomosOlimpia
#CopaPremier
@CopaPremierCA https://t.co/BPqaMiX8Rf",292,53,2019,196452,345,0.18
156,"⏰89” Cambio en el Olimpia:
______________________
✅ Entra:   7   O. Lanza
❎Sale:  30   E. Hernández
_______________________

#SomosOlimpia
#CopaPremier https://t.co/T9GgxwWQzk",14,2,2019,196452,16,0.01
157,"⏰70” Cambio en el Olimpia:
______________________
✅ Entra:   19 J. Rochez
❎Sale:  27   J. Bengston
_______________________

#SomosOlimpia
#CopaPremier https://t.co/kNvDYxStWI",11,0,2019,196452,11,0.01
158,"⏰67” Cambio en el Olimpia:

✔ Entra:   24  R. Flores
❎Sale:  14    J. Lacayo

#SomosOlimpia
#CopaPremier https://t.co/1klE5Iwyzm",18,0,2019,196452,18,0.01
159,"⏰58” Olimpia cerca del segundo  gol con un pase de Bengston para Lacayo pero se la rechaza el arquero.

🇳🇱Olimpia  1 - 0 Alianza

#SomosOlimpia
#CopaPremier
@CopaPremierCA",20,0,2019,196452,20,0.01
160,"⏰55” Cambio en el Olimpia:

❎Sale:  12. C. Maidana
✔ Entra:   8  A. Reyes

#SomosOlimpia
#CopaPremier https://t.co/H2ncxy0jfH",18,1,2019,196452,19,0.01
161,"Arranca el 2 tiempo en Tegucigalpa.

🇳🇱Olimpia  1 - 0 Alianza

#SomosOlimpia
#CopaPremier
@CopaPremierCA",50,3,2019,196452,53,0.03
162,"¡Nos vamos al descanso arriba en el marcador!

🇳🇱Olimpia  1 - 0 Alianza

#SomosOlimpia
#CopaPremier
@CopaPremierCA https://t.co/z1JHXT75uB",85,19,2019,196452,104,0.05
163,"⏰43” GOOOOOOOOOOOL
¡Goooooooooooooooooooool!

¡Eddy Hernánde anota el primero en el Nacional!

🇳🇱Olimpia  1 - 0 Alianza

#SomosOlimpia
#CopaPremier
@CopaPremierCA https://t.co/pwwfy2zq7m",126,25,2019,196452,151,0.08
164,"¡Inicia el partido en el Nacional!

Olimpia 0 - Alianza 0

@CopaPremierCA

#SomosOlimpia https://t.co/2J1wUWFyCy",48,8,2019,196452,56,0.03
165,"Así sale el León esta noche:

Edrick Menjivar, Maylor Núñez,Elvin Casildo, Jhonny Leveron , Axel Gomez, Bryan Beckeles, Matías Garrido, Cristian Maidana,Junior Lacayo, Jerry Bengtson, Eddie Hernández.

#SomosOlimpia https://t.co/AYmn8eqjOu",155,24,2019,196452,179,0.09
166,"¡Hoy hay que ganar!🎉🏆

🔴⚪🔵 https://t.co/Tcj1H7AzJe",429,53,2019,196452,482,0.25
167,¡Hoy juega Olimpia! 🇳🇱🦁 https://t.co/sqZr8XBfYr,396,56,2019,196452,452,0.23
168,"¡Olimpia premia tu fidelidad! 🎉

El domingo pasado sorteamos pases de Sombra Sur para asistir al Olimpia Vrs @AlianzaFC_sv 🎫🎫 por Copa Premier.

Los ganadores reclamar su ticket en punto Tengo de Mall Multiplaza Tegucigalpa con su respectiva identificación.

#SomosOlimpia 🇳🇱 https://t.co/x1ZI4ucKbr",115,13,2019,196452,128,0.07
169,"No somos 11 dentro de la cancha.. Somos MILLONES.El más laureado, el más amado, somos locales en todos lados.
Ser Olimpia no se hace, se nace.
Nuestra afición nos hace Grandes! #ElMasGrandeDeCA
¡Nos vemos el miércoles en el Naciónal! Juntos...¡Siempre Juntos! 🔴🔵⚪ #SomosOlimpia https://t.co/rxMCFhRpc2",422,59,2019,196452,481,0.24
170,"¡El más popular! ⬆️⬆️⬆️⬆️⬆️

#SomosOlimpia 🇳🇱 https://t.co/CQrdCulUPV",846,199,2019,196452,1045,0.53
171,"El Nacional vuelve a recibir torneos internacionales.🏆

💵 Sol L.70 | Sombra L.150 | Silla 300 L.| 
🏟 Estadio Nacional
🗓️ 13/11/19
⏲ 6:00 pm
📺 Tigo Sport
🏆Copa Premier 

Boletos en puntos Tengo.

Niños menores de 12 años entran gratis a sector de Sol.

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/S6GQ5uLxUx",302,58,2019,196452,360,0.18
172,"Palabras del DT Pedro Troglio después del partido donde Olimpia derrotó 1-0 al Marathón. 

#SomosOlimpia https://t.co/hMmvtzYIJJ",444,77,2019,196452,521,0.27
173,"Olimpia te invita a que seas parte de este gran movimiento ""Que cada partido nos una"" plasmando tu firma de manera electronica para formar el balon conmemorativo por un futbol en paz. 

https://t.co/7gdFo2iWZx https://t.co/pxbQc90x9y",146,24,2019,196452,170,0.09
174,"¡Gracias a la mejor afición! 🙏🙌

#SomosFamilia https://t.co/sT2XDLQPAl",504,67,2019,196452,571,0.29
175,"¡Buenas noches Olimpistas! 🌜💤

¡Juntos, siempre juntos! 🔴⚪🔵

#SomosOlimpia
#SomosFamilia https://t.co/M2UeEuPBUU",441,70,2019,196452,511,0.26
176,"Resumen medico: El Club Olimpia Deportivo mediante el Doctor Elmer López informa que el jugador Germán Mejía sufrio una contusión al nivel de la tibia por lo cual se descarta fractura.
El tiempo de recuperación estipulado es de dos semanas. https://t.co/ftARKoSvRM",412,72,2019,196452,484,0.25
177,"¡Saluden al líder! 🥇

🔴⚪🔵 https://t.co/sv8Heb6M0O",1642,403,2019,196452,2045,1.04
178,"¡Nos vamos CAMPEONES DE LAS VUELTAS desde Tegucigalpa!

🦁Olimpia  1 - 0 Marathon 🦖
Gol de: Jerry Bengston

#SomosOlimpia
#LigaSalvaVida https://t.co/qZdyjk2fDa",619,154,2019,196452,773,0.39
179,"⏰98” 🛑 Tarjeta roja para Carlos Costly.

🦁Olimpia  1 - 0 Marathon 🦖",78,6,2019,196452,84,0.04
180,"⏰95” Cambio en el Olimpia:

❎Sale:  15 E. Rodríguez
✔ Entra:   10 M. Garrido

Se agregan 2 minutos más al descuento. https://t.co/RatUxzPcyV",28,1,2019,196452,29,0.01
181,"⏰91” Cambio en el Olimpia:

❎Sale:  27 J. Bengston
✔ Entra:   30 E. Hernández

Se agregan 5 minutos al descuento.

#SomosOlimpia
#LigaSalvaVida https://t.co/G93QxMdM8r",23,0,2019,196452,23,0.01
182,⏰77” 🔶 Tarjeta amarilla para Carlitos Pineda.,21,0,2019,196452,21,0.01
183,"⏰71” GOOOOOOOOOOOOOOL
¡Goooooooooooooooooooool!

Jerry Bengston mete el primero

🦁Olimpia  1 - 0 Marathon 🦖

#SomosOlimpia
#LigaSalvaVida https://t.co/A1FjoeqzQu",452,84,2019,196452,536,0.27
184,"⏰66” 🔶 Tarjeta amarilla para German Mejía.

#SomosOlimpia
#LigaSalvaVida",21,0,2019,196452,21,0.01
185,"⏰58”¡¡Chaco Maidana cerca de meter el primeroo!!

🦁Olimpia  0 - 0 Marathon 🦖",40,0,2019,196452,40,0.02
186,"¡Arranca el 2 tiempo en Tegucigalpa!

🦁Olimpia  0 - 0 Marathon 🦖

#SomosOlimpia
#LigaSalvaVida",29,0,2019,196452,29,0.01
187,"Nos vamos al descanso empatando en casa.

🦁Olimpia  0 - 0 Marathon 🦖

#SomosOlimpia
#LigaSalvaVida https://t.co/9ofme8jpO6",61,3,2019,196452,64,0.03
188,"⏰42” Cambio en el Olimpia:

🦁Olimpia  0 - 0 Marathon 🦖

❎Sale:  17 J. Paz
✔ Entra:   6 B. Beckeles

#SomosOlimpia
#LigaSalvaVida https://t.co/pgHEGxa9yp",23,1,2019,196452,24,0.01
189,"¡Arranca el partido contra Marathon por el liderato!

🦁Olimpia  0 - 0 Marathon 🦖

#SomosOlimpia
#LigaSalvaVida
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/RnXJegjAoR",77,6,2019,196452,83,0.04
190,"¡El 11 inicial para el león en Tegucigalpa!💪⚽️🇳🇱

🦁 #SomosOlimpia https://t.co/0JL46rCVie",154,33,2019,196452,187,0.1
191,"¡Olimpista! Te invitamos a que te acerques a los puntos Tengo mas cercanos para que adquieras tu entrada al Clásico. 🎫🎫

Todavía hay boletos para que puedas disfrutar de la fiesta del fútbol en familia. 🔴⚪🔵

#SomosOlimpia
#SomosFamilia https://t.co/9K0CvLbNQI",236,28,2019,196452,264,0.13
192,¡Hoy juega Olimpia! 🇳🇱 https://t.co/U1KiVgwDbr,471,82,2019,196452,553,0.28
193,"¡Olimpista! El León necesita tu apoyo responsable. 🙌👍

Se habilitará el sector de Sol Norte para mayor comodidad.

Llegá temprano al estadio y evitá las grandes filas. 💪

#SomosOlimpia
#SomosFamilia https://t.co/9AxDt1gjUU",221,39,2019,196452,260,0.13
194,"¡Somos Olimpia! 🏆🏆🏆🏆

""El Más Popular"" ""El Único Tetracampeón"" ""El Rey de Copas"" ""El Femoneno Social""

#ElMásGrandeDeCa 🇳🇱 https://t.co/boyUuOMSlW",753,190,2019,196452,943,0.48
195,"Un día como hoy hace 31 años Olimpia realizaba una hazaña única e impensada para los equipos del área.🔴⚪🔵

Triunfo 2-1 sobre @CruzAzulCD en el Estadio Azteca. 🏆

Nuestra historia es única e inigualable en CA. 💪

#SomosOlimpia
#ElMásGrandeDeCa

https://t.co/h5xik1NPc6",290,59,2019,196452,349,0.18
196,¡Con todo Mati! 💪⚽️🇳🇱 https://t.co/DY7JhmJeiE,419,29,2019,196452,448,0.23
197,"Unidos y listos para el clásico 💪🇳🇱

¡Juntos, siempre juntos!

#SomosOlimpia
🔴⚪🔵🔴⚪🔵🔴⚪🔵 https://t.co/tNuyQWi6tH",328,40,2019,196452,368,0.19
198,"Olimpia femenino a consolidar el liderato 🦁🥇
 
🏟 Estadio El Tizatillo
🗓️ 10/11/19
⏲ 8:00 am
🏆Liga Mayor de Fútbol Femenino

#OlimpiaDeCorazón 

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/QnL8ibPleL",88,7,2019,196452,95,0.05
199,¡Vamos Olimpia! 🇳🇱💪 https://t.co/bxXk7Hgs4S,593,52,2019,196452,645,0.33
200,"¿Ya fuiste por tu boleto a los puntos Tengo? 🎫 🎫

El León te espera para que juntos aseguremos el pase a la final. 🏆🥇

#SomosOlimpia
🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/SJQI41Ve4O",272,20,2019,196452,292,0.15
201,"¡Nuestro Capitán y Goleador para la H! ¡Con todo a representar a Honduras!
⚪🔵🔴 #SomosOlimpia
¡Juntos, siempre juntos!
#ElMasGrandeDeCA https://t.co/rUjbwyumyF",172,13,2019,196452,185,0.09
202,"Medio Campo de Lujo convocado para la H... ¡Con todo a representar a Honduras!
⚪🔵🔴 #SomosOlimpia
¡Juntos, siempre juntos!
#ElMasGrandeDeCA https://t.co/GYLfbbL0je",110,19,2019,196452,129,0.07
203,"Porteros Albos para la H... ¡Con todo a representar a Honduras!
⚪🔵🔴 #SomosOlimpia
¡Juntos, siempre juntos!
#ElMasGrandeDeCA https://t.co/nRITyvJzk9",149,21,2019,196452,170,0.09
204,"Nuestros convocados a la H... ¡Con todo a representar a Honduras!
⚪🔵🔴 #SomosOlimpia
¡Juntos, siempre juntos!
#ElMasGrandeDeCA
Harold Fonseca, Alex Guity, Ever Alvarado, Carlos Pineda, Edwin Rodriguez y Jorge Benguche. https://t.co/Y5rI3MLEGJ",209,22,2019,196452,231,0.12
205,En este perfil Él nos guía ⬆️ 👉 https://t.co/0rFiIMlCHO,445,48,2019,196452,493,0.25
206,"¡Juntos, siempre juntos! 🔴⚪🔵

#SomosOlimpia
#SomosFamilia https://t.co/sip1x63HIT",249,30,2019,196452,279,0.14
207,"¡Feliz Cumpleaños a Alejandro Reyes! 🍰🍰🍰🍰

 ¡Que se vengan muchos mas!
🎈🎉🎈🎉🎈🎉

#CumpleañosAlbo 🔴⚪🔵 https://t.co/yTO8jX3Oik",269,15,2019,196452,284,0.14
208,"¡El Rey está de Cumpleaños!
🎉🎉🎉🎉 

Felicidades a David Suazo
🎂🇳🇱🎂🦁🎂🏆 

#CumpleañosAlbo https://t.co/xfXJb3rNw1",462,41,2019,196452,503,0.26
209,"¡El domingo a pintar de blanco el Nacional! 🦁💪

💵 Sol L.80 | Sombra L.150 | Silla 300 L.| 
🏟 Estadio Nacional
🗓️ 10/11/19
⏲ 4:00 pm
📺 Canal 5
🏆Liga SalvaVida

Boletos en todos los puntos Tengo.

Niños menores de 12 años entran gratis a sector de Sol.

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/wZsCsP94Zw",368,45,2019,196452,413,0.21
210,"Así se vivió el recibimiento al más popular el domingo en el Superclasico.🇳🇱🇳🇱🇳🇱🇳🇱

Nuestro portero @AlexGuity36 🧤
captó el momento.

#SomosOlimpia
#LaAficiónMásGrandeDeCa https://t.co/XcPTWfXBUI",249,30,2019,196452,279,0.14
211,🎶Vamos mi león... Queremos la copa🎶 🇳🇱👊👊🎩 https://t.co/K47VUkpYMa,571,67,2019,196452,638,0.32
212,"Te dejamos el enlace para que revises la tabla de posiciones con Olimpia en el liderato absoluto.
🆙🆙🆙🆙
 https://t.co/KZQ3J7r1Cr",137,11,2019,196452,148,0.08
213,"Conceptos 🧢⚽👨‍🏫

🔴⚪🔵 https://t.co/30h3h6ggDM",686,118,2019,196452,804,0.41
214,"Conferencia de prensa DT Pedro Troglio después de la victoria en el clásico ante Motagua en San Pedro Sula.
🎥📺 https://t.co/VtO7yu9Dxw",287,27,2019,196452,314,0.16
215,"¡El líder está acá! ⬆️⬆️⬆️⬆️

Feliz semana a todo el pueblo Olimpista. ☀️☀️☀️☀️

#SomosOlimpia
#SomosFamilia https://t.co/PSwkbg4xLu",445,63,2019,196452,508,0.26
216,"Muchas gracias a toda la noble y gran afición olimpista que nos acompañó esta tarde en el Olímpico de San Pedro Sula.

¡Juntos, siempre juntos!

🔴🔵⚪ #SomosOlimpia

#ElMasGrandeDeCA https://t.co/mKDVFNjzAY",329,43,2019,196452,372,0.19
217,"¡Líderes! 

💪🏼🦁 | #SomosOlimpia #ElMásGrandeDeCA  #LigaSalvaVida https://t.co/BcCSQ8cnez",603,107,2019,196452,710,0.36
218,"¡Finaliza el partido! Derrotamos a Motagua y alcanzamos el liderato de la tabla.

💪🦁 #SomosOlimpia 

#ElMasGrandeDeCA https://t.co/lWWgxHy4Jf",705,156,2019,196452,861,0.44
219,"Min. 75 | Continuamos arriba en el marcador.

Olimpia 2-0 Motagua

#SomosOlimpia",90,4,2019,196452,94,0.05
220,"¡Goooool del león! ⚽️🦁  ...Bengúche al minuto 54.

Olimpia 2-0 Motagua

#SomosOlimpia",312,54,2019,196452,366,0.19
221,"¡Goooool del león! ⚽️🦁  ...Bengúche al minuto 46.

Olimpia 1-0 Motagua

#SomosOlimpia",216,39,2019,196452,255,0.13
222,"Ya se inició la segunda parte el en Olímpico de San Pedro Sula.

Olimpia 0-0 Motagua

💪¡ vamos leones!",59,2,2019,196452,61,0.03
223,"Nos vamos al descanso con el marcador empatado.

Olimpia 0-0 Motagua

#SomosOlimpia https://t.co/Q8WfbHFuQv",48,2,2019,196452,50,0.03
224,"Cambio en Olimpia

Sale: J. Álvarez
Entra: D. Flores https://t.co/V4cJSQh3CI",40,2,2019,196452,42,0.02
225,"Min.17 |  El marcador continúa empatado en el Olímpico de San Pedro Sula. 

¡Vamos Olimpia!",45,1,2019,196452,46,0.02
226,"Arranca el clásico en el Olímpico... vamos leones!! 🦁💪🏼🇳🇱

#SomosOlimpia 
#ElMásGrandeDeCA https://t.co/ZFk8I6sRkP",62,3,2019,196452,65,0.03
227,"Así sale el león para enfrentar el clásico 🇳🇱💪🏼 ...vamos con todo.

#SomosOlimpia 
#ElMásGrandeDeCA https://t.co/5K1haGKoFq",185,39,2019,196452,224,0.11
228,"Nadie nos dijo que sería fácil.🏆

Nuestra historia se forjó con historias únicas e irrepetibles.💪

Acá estamos y siempre estaremos... Hasta el final 🇳🇱🇳🇱🇳🇱

¡Juntos, siempre juntos!
🔴⚪🔵🔴⚪🔵🔴⚪🔵

#ElMásGrandeDeCa
#SomosOlimpia
#SomosFamilia https://t.co/SQIylRJDWl",593,111,2019,196452,704,0.36
229,¡Hoy juega Olimpia! 🇳🇱 https://t.co/JHy3luUTK1,317,58,2019,196452,375,0.19
230,"El Tetracampeón ya está en San Pedro Sula. 💪🏼

¡Olimpista tu cita es mañana en el Metropolitano!

El clásico se juega solo con olimpistas🔴⚪🔵 https://t.co/mjLSfb0uJR",402,32,2019,196452,434,0.22
231,"¡Esto somos! 🇳🇱

La inmenso de Olimpia es su gente 🔴⚪🔵🔴⚪🔵🔴⚪🔵

Mañana nos jugamos la primera final y tenés que estar allí 💪💪

!Juntos, siempre juntos! 🦁🦁🦁🦁

#Confiá 
#SomosOlimpia
#SomosFamilia
#LigaSalvaVida https://t.co/uNPrdT2rfy",390,60,2019,196452,450,0.23
232,"Ahora a poner la mirada en el torneo local, ¡vamos por el liderato! 🦁💪

🏟 Estadio Olímpico Metropolitano
🗓️ 03/11/19
⏲ 5:00 pm
🏆Liga SalvaVida

Boletos en todos los puntos Tengo.

Niños menores de 12 años entran gratis a sector de Sol.

🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱🇳🇱 https://t.co/loBdJnPgAu",274,30,2019,196452,304,0.15
233,"!Levantamos la cara siempre! 🦁🦁

Nuestra mística siempre nos enseñó a ser orgullosos de nuestra historia 🇳🇱🇳🇱🇳🇱

¡Juntos, siempre juntos! 🔴⚪🔵

#SomosOlimpia
#SomosFamilia https://t.co/ibQ5kKLKGC",482,77,2019,196452,559,0.28
234,"Pitazo final en Costa Rica.

Saprissa 🇱🇻 4 - Olimpia 1 🇳🇱

#LigaConcacaf
#StateOfGoal
#SomosOlimpia https://t.co/4v5q2MplGp",207,47,2019,196452,254,0.13
235,"⏰95”  Gol para Saprissa.

Saprissa 🇱🇻 4 - Olimpia 1 🇳🇱

#LigaConcacaf
#StateOfGoal
#SomosOlimpia",49,14,2019,196452,63,0.03
236,"90” Cambio en el Olimpia:

Saprissa 🇱🇻 3 - Olimpia 1 🇳🇱

❎Sale:  10 M. Garrido
✔ Entra:   26 J. Ferrari

#LigaConcacaf
#StateOfGoal
#SomosOlimpia https://t.co/F0fqbQ4wRO",18,0,2019,196452,18,0.01
237,"⏰88”  Gol para Saprissa.

Saprissa 🇱🇻 3 - Olimpia 1 🇳🇱

#LigaConcacaf
#StateOfGoal
#SomosOlimpia",11,3,2019,196452,14,0.01
238,"⏰83”  Tiro libre para Saprissa.

Saprissa 🇱🇻 2 - Olimpia 1 🇳🇱

#LigaConcacaf
#StateOfGoal
#SomosOlimpia",15,1,2019,196452,16,0.01
239,"73” Cambio en el Olimpia:

❎Sale:  9 J. Bengúche
✔ Entra:   20 D. Flores

#LigaConcacaf
#StateOfGoal
#SomosOlimpia https://t.co/DNwl9sYqBp",18,3,2019,196452,21,0.01
240,"⏰69” Gol del Saprissa.

Saprissa 🇱🇻 2 - Olimpia 1 🇳🇱

#LigaConcacaf
#StateOfGoal
#SomosOlimpia",15,1,2019,196452,16,0.01
241,"⏰62” ¡Goooooooool del Olimpiaaaaaa🦁!

¡Alvarezzz mete el primero para el Olimpia! 

Saprissa 🇱🇻 1 - Olimpia 1 🇳🇱

#LigaConcacaf
#StateOfGoal
#SomosOlimpia https://t.co/DI3EUGAZeJ",204,52,2019,196452,256,0.13
